,product_name,generic_name,brands,categories
835,"Quattro Formaggi (Mozzarella, Emmental, Provolone, Fromage bleu)","Pizza garnie de sauce tomate, d'emmental, de mozzarella, de provolone et de bleu, d'olives noires et de roquette","Carrefour,CMI (Carrefour Marchandises Internationales),Groupe Carrefour","Frais,Plats préparés,Pizzas tartes salées et quiches,Pizzas,Plats préparés frais,Plats préparés à réchauffer au four traditionnel,Pizzas fraîches"
836,Nougat tendre cacahuète,,Aitana,"Nougats,nougats tendres"
837,Riste d'Aubergine,Riste d'aubergine,Jean Martin,"Conserves,Plats préparés,Plats préparés en conserve,Légumes préparés,Ristes d'aubergines"
838,"Maasdam (27,3% MG)",,Cora,"Produits laitiers,Fromages,Fromages de vache,Fromages à pâte pressée non cuite,Maasdam"
839,"Retour du Marché Poulet rôti à la sauge, tagliatelles au cantal et courge butternut grillée","Sauce à la sauge 30,6%, tagliatelles cuites cuisinées au Cantal 28%, courge butternut grillée 21,4%, viande de poulet cuite rôtie traitée en salaison 20% ; surgelés",Picard,"Surgelés,Plats préparés,Plats à base de viande,Plats préparés à réchauffer au micro-ondes,Plats à base de volaille,Plats préparés surgelés,Plats à base de poulet"
840,Confiture de fraises au fructose,,Vivis,"Confitures de fraises,Confitures allégées"
841,Coconut Cookies,,Diablo,
842,Chicken Dips (*7),,Quick,"Bâtonnets de poulet panés,Poulets panés,Fast Food"
843,Choco nussa,,,
844,Steaks Soja & Blé saveur Barbecue,,Céréal,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Substituts de viande,Steaks végétaux pour hamburgers"
845,Ecrasé de Pomme de terre et Jambon,,"Carrefour Baby,Carrefour","Aliments pour bébé,Plats principaux pour bébé,Assiettes pour bébé,Dès 18 mois,Menus Viandes pour bébé"
846,Piccolinis 3 Fromages,Piccolinis 3 Formaggi - Mini Pizzas 3 Fromages,"Buitoni,Nestlé","Plats préparés surgelés,Pizzas et tartes surgelées,Pizzas aux trois fromages"
847,Oliven Mit Sardellen,,Baresa,
848,Moules Premier,,Krijn Verwijs,Moules
849,Soupe Tom Yum aux légumes,soupe asiatique,AROY-D,"Soupes de légumes en conserve,Soupes asiatiques"
850,Fromage frais nature bio,"Fromage frais au lait demi-écrémé, issu de l'agriculture biologique",Leader Price,"Produits laitiers,Desserts,Desserts lactés,Petits suisses"
851,Biftecks,,Charal,
852,Pik & Croq' Gressins saveur Pizza,,La Vache qui Rit,"Produits à tartiner,Produits laitiers,Produits à tartiner salés,Fromages,Fromages à tartiner"
853,haricots rouges,haricots rouges,Vivien Paille,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Légumineuses et dérivés,Légumineuses,Graines,Graines de légumineuses,Légumes secs,Haricots,Haricots rouges,Féculents"
854,Paul and Pippa Cocoa Chips Organic Cocoa & Salt Flakes,,Paul heumann,
855,Original Maxi Burgers Complet,Pains à hamburgers à la farine complète,Auchan,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Céréales et pommes de terre,Pains,Pains spéciaux,Pains Burger"
856,"Tagliatelles aux œufs, Sans Gluten",Pâtes alimentaires aux œufs sans gluten,"Gerblé,Nutrition & Santé","Pâtes alimentaires,Produits sans gluten,Pâtes sèches,Tagliatelles,Pâtes alimentaires sans gluten,Tagliatelles aux œufs,Tagliatelles sans gluten"
857,Les tartines céréalières,Biscuits nappages goût cacao et aux céréales,Carrefour,Barre céréalière
858,"Kuchenmeister Fond Viennois Clair 400 gr, 1 Pièce",,Kuchenmeister,
859,Terrine de fleuron de canard,Mousse de foie maigre de canard (Canard 57 %),Fleury Michon,"Frais,Viandes,Produits à tartiner,Charcuteries,Volailles,Produits à tartiner salés,Terrines,Canards,Mousses,Terrines de canard,Terrines de foie,Terrines de volailles,Mousses de canard,Mousses salées"
860,Mortadelle,,Carrefour,"en:meats, en:prepared-meats, fr:charcuteries-cuites, en:mortadella"
861,GLACE VANILLE DE MADAGASCAR,,Bonneterre,
862,Mon Taboulé aux 5 Légumes au Persil,,Pierre Martinet,"Taboulés,Salades composées,Plats préparés frais,Plats préparés d'origine végétale"
863,Compote de pommes avec morceaux,,Hak,
864,Chair de tomates préparée,Chair de tomates préparée,"Auchan,L'oiseau,Auchan Production,Groupe Auchan","Aliments et boissons à base de végétaux,Aliments d'origine végétale,Aliments à base de fruits et de légumes,Conserves,Légumes et dérivés,Aliments à base de plantes en conserve,Légumes en conserve,Tomates et dérivés,Tomates en conserve,Chairs de tomates"
865,"Le Paris sans gluten, sans céleri - 4 tr.",Jambon cuit de Paris de qualité supérieure,Fleury Michon,"Jambons de Paris,Jambons cuits"
866,Salatini Happy Mix Gr.800,,Saletti,
867,La Laitière Le petit pot de Crème au Chocolat,"Dessert lacté aux oeufs frais et au chocolat, cuit au four",Nestlé,Desserts lactés
868,100 % Brebis Basilic,"Fromage de brebis au lait pasteurisé, dans l'huile de colza aromatisée, au basilic",Salakis,"en:fresh-foods, en:canned-foods, en:dairies, en:cheeses, en:pasteurized-cheeses, en:sheep-cheeses, en:canned-cheeses"
869,Macaroni,pâtes alimentaires de qualité supérieure,Panzani,Pâtes alimentaires
870,Lait de chèvre Demi Écrémé,Lait de chèvre demi écrémé stérilisé UHT,Candia,"Produits laitiers,Laits,Laits demi-écrémés,Laits UHT,Laits de chèvre"
871,Colin d'Alaska,"Portions de filets de colin d'Alaska panés, reconstitués, coupés à partir de blocs, en forme de filet, pratiquement sans arêtes*, surgelés",Océan Sea,Filets de poissons panés
872,Cappucino vanille,,Ristora,en:beverages
873,Moulin poivre noir ,,Spigol,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Epicerie,Condiments,Epices,Poivres,Poivres noirs,Graines de poivre"
874,Saint Albray (offre €co),,Saint Albray,"Fromages industriels,Fromages pasteurisés,fromages de vache"
875,Pain de campagne,,Ets Moulin,Pain de campagne
876,Petites gaufres pur beurre,Gaufres pur beurre et aux oeufs,U,"Gaufres,Gateaux"
877,Graines De Soja Toastees Amandes Raisins Secs,,Soy,
878,Flan nappé caramel bio bio,,Auchan,
879,Torsades à la tomate,,"Sans marque,Limited Edition,Valfleuri","Pâtes seches aromatisées et colorées,Pâtes sèches"
880,Sablés Myrtille,,La Biscuiterie Artisanale,
881,Girasoli fromages italiens,Pâtes aux oeufs farcies aux fromages italiens,Casino Délices,"Pâtes fraîches,Pâtes farcies,Pâtes aux oeufs"
882,Marmelade allégée orange,Marmelade d'orange allégée en sucre (30% de sucre en moins),Monoprix,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Petit-déjeuners,Produits à tartiner,Pâtes à tartiner végétaux,Produits à tartiner sucrés,Confitures et marmelades,Marmelades,Marmelades d'oranges"
883,Rosette de Lyon finement tranchée,,Carrefour,Rosettes
884,Tartelettes fines à la tomate,,Picard,Tartes surgelées
885,24 escargots préparés à la bourguignonne calibre très gros,"24 escargots préparés recette à la bourguignonne calibre très gros, décongelés",Carrefour,"Viandes,Escargots,Escargots préparés,Plats préparés frais"
886,Garniture pour Bouchées à la Reine (2 Pers.),Garniture pour bouchées à la reine,"Les Légendaires,Aldi","Conserves,Plats préparés,Plats à base de viande,Plats à base de volaille,Plats préparés en conserve,Garnitures pour bouchées à la reine"
887,Jus d'orange,Jus d'orange,Aro,"Boissons,Boissons à base de végétaux,Boissons aux fruits,Jus et nectars,Jus et nectars de fruits,Jus de fruits,Jus d'orange,Jus d'orange à base de concentré"
888,Barres chocolat noisettes-raisins,,La Vie Claire,Barres de céréales
889,Saucisses Cocktail,,Tulip,Saucisses cocktail
890,"Panier de Yoplait (0 % MG, 0 % Sucres ajoutés) - (Cerise, Fraise, Framboise, Mûre) 8 Pots","Spécialité laitière maigre aux fruits, avec édulcorants","Yoplait,Panier de Yoplait","Frais,Produits laitiers,Desserts,Yaourts,Yaourts aux fruits,Yaourts allégés en matière grasse,Yaourts multifruits"
891,Panettone Cioccolata,,GrandDucale,"Snacks sucrés,Biscuits et gâteaux,Desserts,Viennoiseries,Brioches,Gâteaux,Panettone"
892,Flying saucers,,Frisia,
893,Smoothie Vert Mangue,"Préparation à base de fruits, légumes-feuilles et jus de gingembre",Voelkel,"Aliments et boissons à base de végétaux,Boissons,Boissons à base de végétaux,Boissons non sucrées,Smoothies"
894,Jambon Supérieur avec couenne (x 4 tranches),Jambon cuit supérieur,Casino,"Frais,Viandes,Charcuteries,Jambons,Porc,Jambons blancs"
895,Saucisse de Volaille,,Cora,
896,125G Kuzu Fécule,,Lima,
897,P'tit Brassé Poire,Dessert infantile,Nestlé,"Desserts lactés pour bébé,Dès 06 mois"
898,Tamarind candy hot,Bonbon tamarin,Cock brand,"Snacks sucrés,Confiseries,Bonbons"
899,Nectar de pomme et de cassis,,sautter,Nectar de fruits
900,Original Griechischer Schafskäse Leicht,Schafskäse Leicht,Sans marque,"Produits laitiers,Fromages,Fromages pasteurisés"
901,Champignons de Paris émincés,,"Monoprix Bio,Monoprix",Champignons de Paris émincés en conserve
902,Charal Boulettes X25Sauce Provencale 750G,,Charal,
903,Pépito pockitos chocolat noir,Biscuit sablé nappé et fourré au chocolat noir,"LU,Kraft Foods","Snacks sucrés,Biscuits et gâteaux,Biscuits,Biscuits au chocolat,Biscuits au chocolat noir"
904,Pois chiches,,La Romanella,"en:plant-based-foods-and-beverages, en:plant-based-foods, en:canned-foods, en:legumes-and-their-products, en:canned-plant-based-foods, en:canned-legumes, en:canned-chickpeas"
905,La Pizz Jambon Emmental,,Sodebo,"Plats préparés,Pizzas tartes salées et quiches,Pizzas,Pizzas jambon-fromage,Plats préparés frais"
906,"Miettes De Thon à L'huile Végétale, 120 Grammes, Marque Cora",,Cora,"en:canned-foods, en:seafood, en:fishes, en:canned-fishes, en:tunas, fr:thons-a-l-huile, en:canned-tunas, en:tuna-chunks, fr:thons-a-l-huile-de-tournesol"
907,Le Sainte-Maure,,Paturages,
908,Jean Rozé Chipolatas supérieures pur porc la barquette de 6 300 g,,Jean roze,
909,Boisson au soja chocolat,,Casino,en:beverages
910,Ketchup -50% de sucres,"Tomato-ketchup avec sucre et édulcorants, allégé en sucre par rapport à un ketchup classique",Carrefour,"Epicerie,Sauces,Sauces tomate,Ketchup"
911,Filet de truite ope,,Sans marque,"Truite,Filets de poissons,Filets de truite"
912,Petits pots au chocolat,Crème dessert végétale au chocolat,"The co operative,The coconut collaborative","en:dairies, en:desserts, en:dairy-desserts, en:dessert-creams, fr:dessert végétal"
913,Poulet Aux Nois De Cajou Et Riz Basmati,,Thiriet,
914,Coeur de Sucrine,,"Nadal,Anecoop",Salades
915,Chapelure 3 Céréales Bio - 220 G - Ma Vie Sans Gluten,,Ma vie sans gluten,
